trial_id,condition,scan_success,scan_ms,connect_success,connect_ms,write_success,write_ms,ack_success,ack_wait_ms,total_success,total_ms,failure_stage,failure_reason
J_0161,7m_wall,True,1025.577,True,2611.19,True,301.478,True,90.038,True,4033.36,,
J_0162,7m_wall,True,1082.674,True,4623.906,True,302.402,True,90.064,True,6103.188,,
J_0163,7m_wall,True,1171.29,True,3408.599,True,301.98,True,90.163,True,4978.428,,
J_0164,7m_wall,True,223.643,True,5391.386,True,304.283,True,90.237,True,6013.451,,
J_0165,7m_wall,True,274.167,True,3405.39,True,305.991,True,88.823,True,4078.101,,
J_0166,7m_wall,True,380.977,True,2625.242,True,256.946,True,91.169,True,3359.349,,
J_0167,7m_wall,True,52.476,True,2773.018,True,257.825,True,90.232,True,3177.933,,
J_0168,7m_wall,True,459.0,True,2638.28,True,301.782,True,89.972,True,3493.094,,
J_0169,7m_wall,True,1530.287,True,8674.968,True,259.374,True,88.904,True,10557.781,,
J_0170,7m_wall,True,375.699,True,2628.791,True,259.074,True,91.309,True,3358.88,,
J_0171,7m_wall,True,679.708,True,2687.32,True,258.841,True,135.046,True,3765.334,,
J_0172,7m_wall,True,728.3,True,2638.52,True,257.819,True,88.843,True,3718.171,,
J_0173,7m_wall,True,831.244,True,4651.432,True,258.155,True,88.929,True,5833.43,,
J_0174,7m_wall,True,916.506,True,3303.444,True,350.248,True,90.207,True,4664.565,,
J_0175,7m_wall,True,976.207,True,2613.676,True,305.018,True,89.872,True,3989.331,,
J_0176,7m_wall,True,1029.687,True,4632.057,True,301.659,True,90.185,True,6058.68,,
J_0177,7m_wall,True,1132.322,True,2594.797,True,257.505,True,90.198,True,4079.061,,
J_0178,7m_wall,True,1202.3,True,2659.245,True,302.93,True,90.255,True,4259.093,,
J_0179,7m_wall,True,1229.44,True,3354.012,True,302.651,True,90.65,True,4980.333,,
J_0180,7m_wall,True,3043.349,True,4776.78,True,257.962,True,91.944,True,8173.732,,
J_0181,7m_wall,True,382.098,True,5368.101,True,258.237,True,90.18,True,6103.345,,
J_0182,7m_wall,True,2485.8,True,5380.565,True,258.557,True,89.951,True,8219.636,,
J_0183,7m_wall,True,601.399,True,3395.632,True,259.036,True,90.005,True,4350.706,,
J_0184,7m_wall,True,685.107,True,5336.56,True,258.71,True,89.91,True,6373.988,,
J_0185,7m_wall,True,1471.407,True,9950.511,True,303.571,True,90.146,True,11819.702,,
J_0186,7m_wall,True,3591.272,True,2656.011,True,257.34,True,90.314,True,6599.335,,
J_0187,7m_wall,True,1664.544,True,6651.66,True,257.535,True,90.561,True,8669.068,,
J_0188,7m_wall,True,1014.995,True,4689.932,True,304.356,True,90.179,True,6103.74,,
J_0189,7m_wall,True,1110.79,True,3334.772,True,305.28,True,90.135,True,4844.598,,
J_0190,7m_wall,True,165.676,True,3380.104,True,303.717,True,90.051,True,3943.768,,
J_0191,7m_wall,True,219.32,True,2652.782,True,255.387,True,91.618,True,3223.501,,
J_0192,7m_wall,True,47.622,True,6647.172,True,304.252,True,90.165,True,7093.753,,
J_0193,7m_wall,True,365.349,True,2641.021,True,303.725,True,89.907,True,3404.463,,
J_0194,7m_wall,True,54.475,True,4753.527,True,302.184,True,90.425,True,5204.583,,
J_0195,7m_wall,True,527.477,True,2659.168,True,257.631,True,90.075,True,3539.368,,
J_0196,7m_wall,True,280.83,True,3896.558,True,257.082,True,90.26,True,4529.523,,
J_0197,7m_wall,True,90.89,True,2960.636,True,257.706,True,90.447,True,3403.703,,
J_0198,7m_wall,True,690.853,True,4655.688,True,258.365,True,90.09,True,5699.218,,
J_0199,7m_wall,True,48.808,True,4398.059,True,258.595,True,89.804,True,4799.233,,
J_0200,7m_wall,True,2850.279,True,9471.748,True,257.23,True,90.979,True,12674.701,,
